Configuration;Distance Measure;Optimal Solution;Found Solution;Offspring Selector;Suvivor Selector;Crossover Rate;Mutation Rate;Population Size;Steady Fitness;Origin Generation;Generation Count;Fitness Value;Match Rate;Time;
best_individuals_02_#01;ManhattanDistance;{d52,d11,d49,d47,d35,d17};{d11,d52,d14,d17,d35,d47};TournamentSelector;EliteSelector;0,50;0,05;500;5;3;7;1,0109;0,8333;0,176397
