Configuration;Distance Measure;Optimal Solution;Found Solution;Offspring Selector;Suvivor Selector;Crossover Rate;Mutation Rate;Population Size;Steady Fitness;Origin Generation;Generation Count;Fitness Value;Match Rate;Time;
best_individuals_04_#01;ManhattanDistance;{d47,d35,d52};{d52,d47,d35};TournamentSelector;EliteSelector;0,50;0,05;500;5;1;5;0,4800;1,0000;0,045914
